0.8392302357559114	C36	C24	0
2.09770437242235	C11	C33	0
2.1221514531036982	C4	C16	0
2.1249524506073856	C88	C60	0
2.804232796264725	C88	C19	0
4.8160449899002185	C15	C58	0
5.647438805763773	C91	C90	0
6.579696481708257	C14	C21	0
17.533413263742272	C58	C12	0
21.589804713485407	C10	C83	0
24.39210529379383	C74	C99	0
25.801533666427183	C86	C36	0
26.849359577179296	C14	C36	0
30.73724682855938	C32	C10	0
31.174196366352188	C7	C16	0
31.553259258693462	C7	C58	0
33.39508436289473	C55	C16	0
33.44075811682449	C78	C29	0
33.607795005046874	C3	C26	0
34.87935381097218	C56	C16	0
35.83536761144195	C29	C16	0
38.490746449779536	C50	C91	0
39.04396659196923	C99	C69	0
41.32997772479062	C57	C19	0
43.45938423785674	C93	C96	0
44.11876520926611	C50	C90	0
46.29310534193183	C73	C60	0
47.34803094332011	C21	C81	0
48.642453785710266	C64	C16	0
50.163304409035504	C92	C36	0
53.967197800639276	C11	C90	0
55.77641986738292	C98	C83	0
57.164050188976965	C56	C16	0
59.50678670531516	C33	C90	0
60.82460472765045	C56	C10	0
61.83314861541705	C57	C60	0
62.159579267556765	C7	C58	0
63.08013731112892	C29	C0	0
63.211048191651116	C28	C21	0
65.2438518318385	C32	C10	0
68.05708294153638	C1	C96	0
68.7385351386803	C21	C60	0
72.64224877174009	C41	C16	0
73.12022026425232	C97	C70	0
75.58453449384903	C28	C10	0
76.24604104887315	C6	C36	0
76.39977631382222	C50	C90	0
78.86586850250261	C85	C60	0
79.47988110672549	C84	C10	0
79.62005882996364	C54	C21	0
80.57198493481023	C17	C60	0
81.45131694522786	C14	C17	0
81.76219756933723	C74	C16	0
82.39806010845217	C93	C96	0
83.62951271656293	C93	C96	0
83.74902263972223	C37	C83	0
89.8308119185669	C64	C16	0
94.39461751988993	C18	C12	0
95.02027345107808	C3	C44	0
96.6073769935976	C68	C20	0
99.09918277409999	C94	C24	0
100.14337825979476	C50	C90	0
101.80322985854392	C50	C90	0
107.3886952098975	C22	C43	0
109.45034761481155	C91	C90	0
110.09456100252656	C84	C86	0
112.26077240829287	C14	C10	0
113.52833422157133	C2	C12	0
115.2197052304583	C31	C89	0
116.96458178776481	C60	C19	0
117.58807653785796	C64	C16	0
123.55366019573665	C64	C86	0
128.2495414047889	C41	C16	0
128.30606485926847	C64	C60	0
135.13695897713544	C49	C16	0
139.06864937770888	C94	C16	0
141.77003020443712	C56	C16	0
142.19708500476474	C67	C16	0
148.2514992832247	C59	C10	0
149.28623962724885	C88	C43	0
150.48148337736305	C16	C58	0
156.01823969392146	C74	C60	0
156.12901625510796	C53	C91	0
158.0452508101312	C65	C74	0
160.1752398975842	C41	C36	0
160.9326755589833	C32	C87	0
162.23068600790864	C84	C86	0
163.6531301958923	C33	C26	0
163.8977136293869	C19	C16	0
164.65104091172813	C92	C36	0
165.7484134666194	C32	C10	0
166.3106286088448	C56	C16	0
166.53917476409296	C68	C5	0
167.33041703433187	C50	C90	0
170.91840838641752	C56	C10	0
172.86371832634563	C80	C60	0
173.83449865887468	C32	C10	0
177.33649892088664	C32	C36	0
177.86960638177956	C29	C60	0
181.35979407630947	C32	C10	0
181.9006026741425	C56	C16	0
185.504484238557	C87	C72	0
186.58265226383082	C68	C58	0
186.98745432346558	C32	C10	0
187.34520241239778	C80	C10	0
188.91815767520404	C72	C60	0
190.96848155380997	C21	C21	0
190.98196523219622	C33	C90	0
197.61473885152074	C32	C10	0
199.48115900388223	C91	C60	0
200.62455596330398	C33	C58	0
203.56425150842242	C15	C10	0
204.8052705817969	C13	C87	0
209.26170867771822	C68	C58	0
209.59959053622973	C29	C60	0
214.4665786221668	C67	C16	0
217.43162860959407	C94	C10	0
218.3044739092069	C79	C12	0
220.14348500348814	C82	C91	0
220.92904182888893	C88	C83	0
225.91273164135612	C56	C16	0
226.91454293993408	C75	C96	0
227.03506447526604	C68	C16	0
230.18069366908168	C14	C36	0
233.41332986769416	C4	C16	0
234.25804807151994	C33	C58	0
235.44493827964615	C91	C60	0
237.8579034312508	C56	C10	0
240.03622658972498	C75	C99	0
241.14751360198494	C78	C10	0
241.62341567128274	C67	C16	0
245.50249419796475	C50	C16	0
247.56742772836756	C41	C20	0
247.80971883883043	C93	C94	0
248.49715980511488	C42	C20	0
253.53074799052985	C73	C60	0
254.2407838797588	C60	C43	0
255.7816581805821	C91	C28	0
256.6098356366388	C32	C10	0
257.3517160179782	C78	C70	0
257.9446870428877	C48	C36	0
258.7066181187546	C60	C20	0
261.5652787098467	C60	C43	0
262.9501680082281	C43	C43	0
262.9808082616089	C15	C58	0
265.8347070007535	C82	C26	0
266.94450194188835	C54	C21	0
268.492457967517	C55	C16	0
269.37783120789857	C60	C19	0
270.93814460149895	C78	C33	0
271.4813905989769	C38	C16	0
273.8185222911406	C88	C18	0
275.90876116681653	C3	C60	0
276.1761156910689	C48	C36	0
277.5785329084146	C32	C36	0
278.7480917007441	C18	C97	0
279.61753055342615	C7	C58	0
281.0920291880201	C50	C90	0
281.5949522875784	C60	C72	0
282.7656475186115	C32	C36	0
283.1216970139676	C66	C16	0
283.20222249837406	C32	C10	0
284.53964207386696	C97	C70	0
284.92747299741444	C56	C16	0
286.26334140796484	C68	C58	0
290.4987568790297	C92	C36	0
292.66932397880606	C81	C19	0
292.8730525583825	C32	C10	0
292.9957543989309	C59	C33	0
293.20202971984963	C56	C16	0
295.4503361032411	C72	C91	0
297.18998492157647	C5	C20	0
298.15354851433756	C60	C43	0
298.33015014442657	C50	C90	0
298.6873501041331	C4	C24	0
299.368134878067	C55	C16	0
299.9929491627627	C55	C58	0
301.0158449730449	C77	C4	0
301.762610396957	C54	C21	0
302.24378227751316	C31	C19	0
303.23334638007174	C91	C90	0
303.8725431767276	C40	C71	0
305.1317642814835	C55	C16	0
308.66340931912794	C71	C51	0
308.8706559633718	C76	C68	0
310.79716510994086	C82	C10	0
316.61202038063334	C50	C90	0
325.96756243191624	C32	C10	0
328.3147326540478	C17	C16	0
330.4968396181514	C67	C16	0
332.34589217486325	C90	C10	0
334.8809163721581	C4	C16	0
337.438228216109	C53	C12	0
337.7680900673289	C64	C60	0
338.4186997913627	C24	C99	0
341.82087133870635	C74	C99	0
343.0229166259326	C32	C10	0
343.3011187549794	C32	C10	0
352.04102815313627	C94	C24	0
352.6055685191661	C83	C83	0
353.05079862534615	C45	C26	0
354.0070330751635	C84	C86	0
354.56694374505673	C64	C16	0
355.2856920467403	C14	C36	0
355.28629357397597	C88	C43	0
355.4124464379288	C43	C43	0
359.3391477236949	C52	C20	0
361.82437701111115	C40	C10	0
367.77383891043	C49	C16	0
370.89554921920165	C13	C87	0
372.20733569771267	C32	C10	0
374.00780696796755	C67	C83	0
379.0615072357029	C77	C19	0
380.7344428048642	C32	C10	0
382.5625649593465	C5	C20	0
383.96969232383134	C81	C10	0
387.2517351498726	C93	C36	0
388.1020558295767	C56	C16	0
388.3475547554833	C32	C10	0
389.7472701067986	C56	C60	0
392.441927423335	C60	C19	0
393.4233385709798	C56	C10	0
394.6907535147764	C88	C43	0
395.0960117765742	C56	C90	0
396.78224753589063	C40	C10	0
398.74819807444766	C56	C94	0
400.85217064227305	C50	C90	0
402.4508382275495	C76	C70	0
404.885307239307	C64	C16	0
409.26426988360475	C97	C70	0
410.08070055722186	C17	C36	0
413.4435495696353	C32	C10	0
415.7138005495499	C51	C10	0
415.9684166176235	C21	C94	0
426.00162193327293	C64	C16	0
426.0629492819124	C14	C36	0
427.01917765431307	C32	C10	0
428.2962164827296	C43	C43	0
428.9985820474394	C14	C36	0
430.57773033330074	C78	C70	0
431.64428131243284	C91	C90	0
433.5886843709025	C73	C60	0
435.3615711959214	C1	C43	0
436.19786890340316	C33	C58	0
437.3206215970577	C97	C70	0
438.2683462820114	C32	C16	0
440.04574844485643	C25	C27	0
440.66160578059515	C73	C60	0
443.2081128540045	C62	C8	0
443.22320546461043	C21	C16	0
443.3664951384415	C41	C16	0
443.5983902656754	C32	C10	0
444.9148435295	C91	C28	0
446.0801606424091	C91	C90	0
446.7629692426549	C15	C58	0
446.9975114710197	C73	C60	0
448.5026425943283	C50	C70	0
449.02927959747865	C32	C10	0
450.59509641282676	C32	C10	0
453.6346480569466	C33	C90	0
453.6786313759972	C55	C16	0
457.4956623760645	C32	C10	0
457.6837671368031	C0	C96	0
463.10096833935535	C97	C70	0
463.36087219005947	C35	C16	0
467.1339272436198	C32	C10	0
467.645475606208	C79	C60	0
468.00138930628236	C6	C4	0
468.05436600858695	C97	C70	0
469.1504824786255	C56	C10	0
470.5791152633982	C56	C90	0
472.8244378019828	C69	C58	0
473.8230636610261	C41	C16	0
475.1597359152158	C79	C12	0
476.81279482833173	C87	C60	0
477.95121655260454	C62	C99	0
478.16155495731687	C86	C24	0
478.2170618973337	C84	C86	0
478.2252700215228	C94	C16	0
480.35229175550165	C50	C90	0
480.4600643619469	C38	C10	0
482.2812123785113	C3	C60	0
482.3521069760992	C60	C43	0
482.5678424108973	C75	C96	0
483.35735497317324	C99	C36	0
484.4542824401473	C29	C90	0
485.7136016996586	C33	C87	0
486.50227474622994	C75	C19	0
489.847637133075	C79	C12	0
491.48876899463465	C87	C87	0
491.83166355166014	C90	C10	0
492.56959213869976	C32	C10	0
492.7005475290402	C96	C86	0
495.623564738286	C72	C91	0
495.9366065704965	C32	C10	0
498.9819950638638	C64	C16	0
500.80744972546876	C40	C10	0
501.3645273152414	C68	C16	0
502.0104481125804	C45	C24	0
503.57282301522133	C81	C70	0
504.3619213615676	C50	C90	0
506.7095375726424	C49	C60	0
510.43660932171196	C22	C19	0
511.3247254261647	C56	C16	0
514.7326801634248	C92	C36	0
516.2811152381155	C59	C60	0
518.0086935705692	C4	C16	0
521.4077537380559	C10	C16	0
521.5562979976304	C76	C70	0
526.2195249261911	C63	C29	0
526.3331474477351	C4	C83	0
527.7607248189995	C41	C16	0
532.6866681867148	C41	C36	0
533.682541630608	C84	C86	0
534.4999489632511	C29	C55	0
534.6194614715289	C68	C16	0
535.6543955264826	C32	C10	0
539.7303547232376	C7	C60	0
540.0045314595509	C33	C90	0
545.0321567655493	C91	C90	0
547.0026962282361	C50	C90	0
549.3375780618123	C60	C19	0
552.6537363931346	C73	C60	0
554.8546635492719	C88	C43	0
